id,px,py,pz,cx,cy,cz,lpes,type
0,4.846447,7.541937,6.225746,5.001797,7.464590,5.701135,0.681380,vertex
1,0.288609,3.027480,6.880935,9.728548,2.867951,6.998278,0.860711,vertex
2,4.649848,0.252965,8.795717,4.046924,10.135116,8.207070,1.127815,vertex
3,5.651713,4.659010,0.267459,5.880944,4.971651,10.319660,0.391173,edge_minus
4,5.811506,0.964542,4.643515,5.294987,0.552971,4.514099,1.042326,vertex
5,7.263531,1.148418,2.728284,7.017867,0.329844,3.111411,0.936590,edge_plus
6,7.638518,6.950826,2.751918,7.958338,6.917602,2.921532,0.725142,vertex
7,8.415859,6.393853,6.224743,8.151490,6.250341,6.332097,0.319393,edge_minus
8,0.132332,8.758306,8.838485,9.462669,8.317806,8.339565,0.944146,edge_minus
9,8.431635,3.661727,6.923223,8.601541,3.099766,7.324035,0.710857,edge_minus
10,3.075746,7.481451,1.816626,2.819834,7.806381,2.175074,0.547317,edge_plus
11,8.738129,2.979208,6.257962,9.265432,3.135018,6.428684,0.575735,interior_plus
12,9.479332,8.693537,6.287943,9.827578,8.612679,6.248481,0.359682,interior_minus
13,1.964230,7.005448,2.357593,1.768271,7.121061,2.492148,0.264332,edge_minus
14,8.749998,9.986666,2.851650,8.186056,0.289804,3.094969,0.925994,vertex
15,4.975760,3.194035,6.516795,5.387968,3.631781,6.964438,0.749614,edge_plus
16,2.163931,6.754706,9.951391,2.312889,6.512061,-0.111639,0.291613,edge_minus
17,8.988935,0.049304,9.886047,9.163659,0.326050,9.792336,0.340439,interior_minus
18,8.149613,0.938841,4.116881,8.257630,0.667895,3.710799,0.499982,edge_minus
19,8.784205,1.962485,8.732084,-1.051246,2.419006,8.684431,0.492100,vertex
20,1.676019,5.418460,6.363592,1.154288,5.021117,6.225681,0.670153,edge_minus
21,1.052221,4.937928,6.616911,1.116218,4.641308,5.913096,0.766443,edge_plus
22,9.756374,0.638472,9.716342,-0.208975,10.872580,0.129877,0.770459,vertex
23,8.476695,8.369503,8.175738,9.405930,8.276579,8.248400,0.936692,edge_plus
24,4.659017,4.108911,5.872584,4.274767,3.718430,6.109482,0.596862,edge_minus
25,1.122437,5.051702,4.943835,0.992870,4.760044,5.048946,0.336007,interior_minus
26,0.192356,1.171836,0.312008,-0.208975,10.872580,0.129877,0.770459,vertex
27,2.888916,7.437412,2.973066,2.771814,7.788441,2.999898,0.371018,edge_plus
28,5.221584,8.792049,9.395040,5.197605,9.109639,8.817004,0.659972,edge_minus
29,1.834716,7.672257,6.659492,1.470016,7.596965,6.670216,0.813473,vertex
30,8.536634,1.525248,3.191978,8.135283,1.046956,2.693854,0.846162,vertex
31,6.757183,0.494040,3.695332,6.774524,10.222985,3.082779,0.979329,vertex
32,5.538410,6.713322,0.675308,5.644686,6.633018,0.602740,0.707113,vertex
33,6.077646,4.218295,0.727242,6.060177,4.256785,0.776605,0.064987,interior_minus
34,0.233143,8.528804,5.983759,0.427786,8.517085,5.849560,0.614861,vertex
35,4.217193,5.745210,3.746220,3.652686,5.572105,3.927440,0.617636,edge_minus
36,4.101569,0.933193,8.557672,4.046924,10.135116,8.207070,1.127815,vertex
37,3.629272,0.529875,7.010746,4.085804,0.651667,7.457446,0.650228,edge_minus
38,7.111070,1.228389,2.715055,7.090594,10.401194,3.085553,0.906608,edge_minus
39,3.998767,2.210110,0.571989,4.031936,2.197546,10.114412,0.509526,vertex
40,3.331776,3.372459,4.191992,3.295988,3.677614,4.297632,0.324900,interior_plus
41,6.249024,8.807350,0.761568,6.430429,8.789662,1.395630,0.659739,edge_minus
42,4.547747,0.505692,7.714889,4.046924,10.135116,8.207070,1.127815,vertex
43,5.322515,1.689232,8.712894,5.092178,1.657703,-0.623925,0.702750,edge_minus
44,6.406076,9.774606,1.224329,5.928944,-0.490071,11.466181,0.727950,vertex
45,4.774237,9.818529,0.880062,5.213339,9.689039,1.216052,0.567862,edge_minus
46,2.120677,7.700670,3.080345,2.342664,7.919877,2.597727,0.574674,edge_minus
47,1.324884,0.338080,0.305979,1.239876,10.116874,0.184177,0.266448,interior_minus
48,6.869071,5.414267,6.053991,6.868086,5.882125,6.388281,0.575014,edge_plus
49,0.098575,7.006636,4.380598,9.953784,7.380430,4.469212,0.410535,interior_minus
50,4.239454,7.317032,8.330397,3.999619,6.976510,8.523170,0.458952,edge_plus
51,8.365512,3.933601,6.484017,8.451423,3.597791,6.447424,0.348552,edge_minus
52,4.818651,0.081743,1.426070,5.311587,9.730014,1.365209,0.646857,vertex
53,7.133075,3.132848,6.791575,6.744533,3.113723,6.422329,0.536352,edge_minus
54,5.630605,9.332002,7.644967,5.016890,9.507621,8.317297,0.935526,vertex
55,3.585102,3.490724,5.197165,3.055553,3.944039,5.680435,0.892378,vertex
56,6.953960,9.442344,3.071637,6.774524,10.222985,3.082779,0.979329,vertex
57,3.141552,9.286505,1.903102,3.059565,9.505350,2.076226,0.398869,vertex
58,8.498869,4.579909,7.870020,8.433351,4.315120,7.984117,0.379505,vertex
59,6.084850,0.188794,8.053415,5.823887,10.348938,8.181711,0.331975,interior_plus
60,5.279804,4.240468,8.051988,5.559859,3.797685,7.433425,0.810622,edge_minus
61,6.744030,2.114501,2.073316,7.090374,1.741667,2.323533,0.567070,edge_minus
62,4.872690,9.765544,5.168736,5.196907,0.476961,4.537648,1.004740,edge_minus
63,1.136830,0.955875,8.796607,1.612920,1.303314,8.729711,0.593170,edge_minus
64,7.629658,6.524529,6.833935,7.386794,6.277356,6.869932,0.348386,edge_plus
65,7.364640,0.671394,8.471069,7.199137,0.930286,8.306536,0.374449,vertex
66,7.528080,7.519634,4.853615,7.782181,7.347836,5.012048,0.345228,edge_plus
67,2.565890,7.681390,5.539145,2.508574,8.254304,5.620739,0.581527,edge_minus
68,3.938463,4.228636,7.249605,3.620738,4.208304,7.203491,0.321697,edge_plus
69,4.500632,9.005530,7.908759,4.213387,-0.039144,8.155811,1.027712,edge_plus
70,0.618441,6.058749,1.144393,10.920261,6.091015,1.509704,0.559052,vertex
71,5.800851,6.876888,7.142563,5.924249,7.105149,6.669034,0.539962,edge_plus
72,3.636515,0.692044,4.973791,3.869879,0.168824,4.851949,0.585716,edge_plus
73,6.762100,1.450762,2.670958,6.451034,10.741297,2.468103,0.800783,edge_minus
74,7.579188,4.980687,3.662578,7.828522,5.531622,3.416515,0.652874,edge_plus
75,9.451434,2.041757,5.713435,-0.428003,2.593881,5.909501,0.598179,edge_plus
76,8.627517,3.669016,4.445877,8.596928,3.148989,4.274425,0.677196,vertex
77,4.541114,0.873626,7.339185,4.051188,0.384183,7.959452,0.929684,edge_minus
78,8.136025,6.053657,3.929707,7.539605,6.230793,4.076702,0.639298,edge_minus
79,8.594008,2.288953,8.853258,-1.051246,2.419006,8.684431,0.492100,vertex
80,6.220112,9.333880,2.892976,6.729164,9.994833,2.916276,0.834587,edge_minus
81,4.899819,8.552561,5.966071,4.784611,8.433110,5.734014,0.285292,interior_minus
82,0.129372,8.729791,5.620606,0.427786,8.517085,5.849560,0.614861,vertex
83,2.878705,5.861962,1.988732,2.926215,5.807720,2.004656,0.073844,interior_minus
84,8.957932,2.884614,8.458227,8.485482,2.701432,8.494419,0.508010,edge_minus
85,7.194228,6.006252,5.968518,6.958901,5.994754,6.623127,0.702650,vertex
86,3.141859,4.645588,3.629601,3.304355,4.320295,3.993996,0.514786,edge_plus
87,9.525385,6.461946,0.147247,9.736503,6.449066,0.144336,0.211531,interior_minus
88,1.383827,8.161104,6.764790,1.470016,7.596965,6.670216,0.813473,vertex
89,6.896880,1.585663,2.581608,7.502791,1.255913,2.545788,0.790498,vertex
90,1.385406,6.521334,2.039732,11.243574,5.957060,2.159040,0.593933,edge_minus
91,9.187604,9.735314,3.038319,8.389396,-0.025641,3.230256,0.855055,edge_plus
92,1.876005,3.475096,8.363927,1.925429,3.460715,8.370143,0.051848,interior_minus
93,8.941281,4.341709,2.201493,9.103233,4.247707,2.144271,0.195804,interior_plus
94,7.908865,6.235635,3.102422,7.806413,5.873856,2.986640,0.747919,vertex
95,9.125001,7.823706,9.040806,9.459570,8.318214,8.338577,0.944329,vertex
96,2.555868,4.946253,6.554897,2.915915,4.398348,6.431552,0.667119,edge_minus
97,2.508477,2.757341,8.865475,2.385607,3.074737,8.809754,0.408170,vertex
98,3.305080,9.627401,4.489590,3.887893,-0.401325,5.022944,0.957691,vertex
99,6.890828,8.279605,0.049358,6.293561,8.071335,0.172093,0.644335,edge_minus
100,4.868892,0.871732,3.381692,5.188831,0.754369,4.143651,0.834695,edge_plus
101,9.260789,8.512145,7.078755,9.123946,8.385374,7.840428,0.784183,edge_plus
102,7.979904,8.867945,3.231180,7.826171,9.213310,3.035310,0.425765,interior_minus
103,3.583389,9.791803,8.794072,4.046924,10.135116,8.207070,1.127815,vertex
104,7.573271,6.225142,6.750858,6.958901,5.994754,6.623127,0.702650,vertex
105,8.755952,2.605899,2.141207,8.973765,2.599598,2.155153,0.218350,interior_minus
106,5.442438,5.258154,5.124592,5.475916,5.500480,5.128986,0.244667,edge_plus
107,8.043883,3.007732,4.598551,8.596928,3.148989,4.274425,0.677196,vertex
108,0.235835,8.450920,6.756149,0.621598,8.308020,6.864822,0.425492,edge_plus
109,5.073714,2.383691,6.103171,4.854231,2.296825,6.388434,0.370261,edge_minus
110,8.253360,5.892595,0.328037,8.382068,5.821068,10.421832,0.270165,vertex
111,9.777648,1.669958,0.757587,9.649305,1.275601,10.249596,0.655777,edge_minus
112,4.592705,0.004290,6.176880,4.206236,9.612466,5.658176,0.756266,edge_plus
113,6.516736,7.387948,6.070093,6.218966,7.017786,6.373081,0.585769,vertex
114,7.957277,1.153060,0.869503,7.812903,1.101244,10.977224,0.187437,edge_plus
115,9.633900,5.091603,0.323428,9.433775,4.924890,10.474952,0.395684,vertex
116,1.454780,4.647170,5.724969,1.150763,4.634899,5.893199,0.771606,vertex
117,6.555897,7.437766,6.576835,6.218966,7.017786,6.373081,0.585769,vertex
118,8.683214,2.669948,3.780648,-1.387993,3.131307,4.265855,0.673312,edge_plus
119,7.109919,0.609935,3.590296,6.774524,10.222985,3.082779,0.979329,vertex
120,3.825042,0.738316,7.182067,4.031567,0.274135,8.082963,1.034278,edge_minus
121,0.473632,7.936673,8.269987,-0.401249,8.235409,8.286226,0.924621,edge_minus
122,6.371360,1.428858,5.027305,5.697852,0.804901,4.957753,0.920746,edge_plus
123,5.430631,6.607067,1.662608,5.264246,6.648204,1.147982,0.542416,edge_plus
124,8.514020,3.287980,3.534692,-1.337168,3.417332,4.104340,0.602806,edge_minus
125,5.422203,1.690630,5.167492,5.572539,0.791758,4.909983,0.947039,edge_plus
126,2.452323,6.493161,4.058938,2.342644,6.709750,4.277125,0.496421,vertex
127,3.971863,4.696810,7.631664,4.010287,4.542791,7.776816,0.215099,interior_minus
128,5.447173,1.201271,2.596982,6.061321,0.709892,2.568217,0.787057,edge_minus
129,8.526530,9.969277,9.630216,8.652201,10.067763,-0.537949,0.231889,edge_plus
130,2.092325,0.460589,8.998295,2.779153,0.216829,9.098590,0.735670,interior_minus
131,3.532101,0.498806,4.424327,3.906494,-0.005835,4.810041,0.737297,edge_minus
132,8.342881,3.541388,7.108541,8.611410,3.077805,7.408588,0.751219,vertex
133,8.255398,6.172331,3.295535,7.806413,5.873856,2.986640,0.747919,vertex
134,5.130418,8.486452,3.674572,5.309334,8.447064,3.716529,0.187943,interior_minus
135,4.864446,7.267674,5.311739,5.001797,7.464590,5.701135,0.681380,vertex
136,2.137213,8.532215,6.607710,2.098744,8.329916,6.468072,0.248804,interior_plus
137,7.020803,0.834283,5.483868,6.686681,1.164241,5.279583,0.512096,edge_plus
138,9.788460,2.387441,1.793183,-0.376114,2.934180,1.705213,0.577709,edge_minus
139,0.936449,1.283420,3.131088,0.910887,1.470110,3.174154,0.193291,edge_minus
140,5.996886,4.172269,7.860309,5.700285,3.767364,7.338061,0.890260,vertex
141,8.970256,3.092250,1.343092,9.415301,3.432867,1.849446,0.755301,edge_minus
142,3.833272,7.308048,8.664991,3.585506,6.861002,8.468000,0.593203,vertex
143,1.726019,6.784711,6.689495,11.468646,7.545799,6.670135,0.803661,edge_plus
144,3.516523,9.262742,9.262543,3.303316,0.129735,8.916717,0.957460,edge_minus
145,3.002209,8.100021,8.276233,2.897973,8.265266,8.385522,0.223864,edge_minus
146,5.163094,3.355298,7.812202,5.700285,3.767364,7.338061,0.890260,vertex
147,4.523833,1.175794,9.611028,4.417064,0.703275,9.043264,0.746344,edge_minus
148,7.260150,9.176049,2.194240,6.683875,8.823516,2.115754,0.680098,edge_plus
149,8.388887,0.546722,1.957863,8.272378,0.994704,2.619399,0.807398,edge_plus
150,5.336985,9.544565,8.335653,4.434975,10.066082,8.443029,1.047440,edge_plus
151,5.696808,8.644380,2.498335,6.231847,8.406477,2.164375,0.674087,edge_minus
152,7.774706,6.894978,2.205004,8.115099,6.567017,2.648788,0.723342,vertex
153,3.662731,9.533650,6.548449,4.003922,9.644284,6.370855,0.400238,interior_plus
154,9.599275,7.326978,7.943931,9.651372,8.191834,8.248984,0.918558,edge_minus
155,1.050668,8.774714,5.178668,1.082652,9.041851,5.045445,0.438894,vertex
156,9.079223,3.455659,5.549333,-0.728593,3.286509,6.070529,0.580682,edge_plus
157,8.529537,7.059250,3.832091,8.430588,7.164621,3.804101,0.147232,interior_plus
158,6.584158,8.438771,0.303600,6.194744,7.964351,-0.033156,0.700088,edge_minus
159,8.123898,5.868716,2.492242,7.806413,5.873856,2.986640,0.747919,vertex
160,0.076208,2.581620,6.862247,9.728548,2.867951,6.998278,0.860711,vertex
161,9.316072,2.032851,7.596662,9.391763,2.721787,7.428150,0.713273,edge_plus
162,8.289591,1.485031,3.342834,8.135283,1.046956,2.693854,0.846162,vertex
163,6.747497,3.741851,7.943970,6.067713,3.550391,7.688876,0.750890,edge_plus
164,6.927067,8.308400,0.017314,6.437064,8.180263,10.283425,0.572134,interior_minus
165,7.384341,1.253770,2.676112,7.140798,10.505296,3.019812,0.858869,edge_plus
166,2.758502,3.429000,5.825676,3.055553,3.944039,5.680435,0.892378,vertex
167,1.111052,9.189300,5.175277,1.461625,9.067504,4.932648,0.443401,edge_plus
168,5.650421,8.979094,1.932734,6.380295,8.808502,1.874484,0.776643,vertex
169,0.043113,5.909643,0.346172,9.882372,6.072531,10.104631,0.354317,vertex
170,4.810629,0.429452,7.770743,4.046924,10.135116,8.207070,1.127815,vertex
171,1.424629,5.931007,5.606700,1.399251,5.942670,5.731592,0.127976,interior_plus
172,2.311834,4.756090,2.503567,2.119074,4.840526,2.412179,0.229429,interior_plus
173,7.825122,6.507812,5.376614,7.458558,6.284441,5.411403,0.595577,vertex
174,7.127179,2.977676,5.705968,6.921990,3.362154,5.435817,0.522019,vertex
175,1.348574,5.560220,7.339359,1.504616,5.370044,7.008237,0.412502,edge_plus
176,0.098830,0.452500,7.728155,0.086448,10.462427,7.868277,0.141018,edge_plus
177,5.929731,0.777462,2.585727,6.649083,10.325451,2.930450,0.916851,edge_plus
178,6.022384,6.186752,5.319410,5.700423,6.121643,4.981197,0.471472,edge_plus
179,7.870205,5.875188,4.410923,7.510488,6.300907,4.143141,0.671516,vertex
180,1.187448,7.815155,2.468681,1.316999,8.108222,2.484678,0.320823,interior_minus
181,8.091781,1.051158,1.207829,8.233122,10.955450,1.145283,0.181795,interior_plus
182,1.747790,8.369856,6.157666,1.669475,7.765189,6.432777,0.668911,edge_minus
183,3.463725,3.652731,4.252156,3.224755,3.980263,4.461448,0.586127,vertex
184,4.783126,4.524800,7.627212,4.942100,4.226895,7.730426,0.353092,interior_minus
185,3.284953,3.812082,5.848128,3.055553,3.944039,5.680435,0.892378,vertex
186,2.363756,1.630459,8.125106,2.162559,1.611727,8.410608,0.349775,interior_minus
187,5.668250,2.888325,7.909027,5.939179,3.572624,7.577398,0.807246,edge_plus
188,9.057299,2.588347,7.969663,9.318993,2.822912,7.255818,0.795663,edge_minus
189,3.398280,9.114706,1.810125,3.746225,9.198935,1.685901,0.378934,interior_minus
190,6.425882,0.032567,1.973244,6.485494,0.459079,2.731795,0.872277,edge_minus
191,7.141837,5.786390,7.440308,6.960553,6.047401,6.951785,0.582791,edge_minus
192,3.973503,7.389140,8.345881,3.711819,6.969640,8.432051,0.501880,interior_plus
193,3.150928,8.058767,5.329516,3.054088,8.836618,5.163454,0.890301,vertex
194,9.180282,1.774836,0.646057,-0.457855,1.376787,0.368146,0.605494,edge_minus
195,7.205760,0.184096,3.171598,6.774524,10.222985,3.082779,0.979329,vertex
196,7.144081,1.136145,4.866380,6.972534,1.088854,5.033300,0.243982,interior_minus
197,6.392493,3.343093,4.845011,6.633515,3.216009,4.914313,0.281149,interior_plus
198,8.496420,3.262557,7.388026,9.148886,2.878614,7.165324,0.789126,edge_plus
199,3.062038,1.911876,6.011210,3.003034,2.285919,6.026001,0.378957,edge_minus
200,9.163011,7.497652,7.724200,9.386570,8.261552,8.215854,0.935546,edge_minus
201,5.773941,8.939964,4.425277,5.910834,9.519261,4.267013,0.615931,edge_plus
202,8.168355,3.230914,4.703630,8.596928,3.148989,4.274425,0.677196,vertex
203,3.296943,4.032424,3.148160,3.309261,4.040008,3.162797,0.020579,interior_minus
204,5.215828,9.065045,1.863877,5.373578,9.242426,1.663398,0.310711,interior_minus
205,7.723447,9.329280,2.675274,8.103762,0.002100,3.101122,0.882424,edge_plus
206,8.141349,7.077902,2.859979,7.958338,6.917602,2.921532,0.725142,vertex
207,4.199135,3.159781,3.634475,4.163709,2.882598,3.415260,0.355163,edge_plus
208,9.678808,3.229929,2.452414,9.413821,3.453953,1.851307,0.758767,vertex
209,3.333556,9.195526,5.277751,3.887893,-0.401325,5.022944,0.957691,vertex
210,0.516449,1.180780,7.132808,0.749164,1.120736,7.370911,0.340595,vertex
211,2.789939,3.700377,9.045640,2.827064,3.523261,8.960512,0.199988,interior_plus
212,3.305845,4.152977,5.318836,3.055553,3.944039,5.680435,0.892378,vertex
213,5.845375,0.394712,3.392940,6.756383,10.220903,3.122842,0.965970,edge_plus
214,5.842993,6.490767,9.920621,5.647086,6.628820,10.575884,0.697716,edge_plus
215,8.329086,3.566780,9.392446,8.392152,3.578337,9.281230,0.128373,interior_minus
216,6.044060,8.540265,3.124129,5.934971,8.459152,2.942347,0.226990,interior_minus
217,3.125322,0.600944,9.769788,3.497150,0.176558,9.035151,0.926310,edge_minus
218,3.622609,5.811914,5.433721,3.936978,5.682573,5.616533,0.442585,vertex
219,6.179229,7.011394,7.263097,6.389448,6.893284,6.800980,0.521243,edge_plus
220,2.457633,9.175993,7.708961,2.534234,9.146584,7.939547,0.244750,interior_plus
221,7.526525,8.608905,2.906900,7.522254,8.807655,2.659592,0.317303,interior_minus
222,6.622155,5.857348,7.079545,6.958901,5.994754,6.623127,0.702650,vertex
223,0.928166,8.504589,6.653229,0.969198,8.020006,6.709913,0.489609,interior_minus
224,1.668230,9.976111,9.759742,2.037916,9.936208,-0.346292,0.386656,edge_minus
225,1.613831,4.164929,6.453742,1.316417,4.371763,5.822242,0.728030,edge_minus
226,4.817204,6.368164,5.748129,4.657971,6.591389,5.541392,0.343401,interior_plus
227,7.259273,5.260017,3.815280,7.726022,5.380187,3.542897,0.553614,edge_minus
228,5.672084,2.193914,0.022928,5.402856,2.008051,9.500584,0.616337,edge_plus
229,8.531445,9.877885,4.136159,8.480975,9.896491,3.311854,0.826058,edge_plus
230,5.470793,8.148939,4.294199,5.651563,8.522386,4.454624,0.444833,edge_minus
231,5.826691,2.481460,0.582037,5.783156,2.553070,0.425649,0.177427,interior_minus
232,9.127824,9.076366,8.186551,9.459570,8.318214,8.338577,0.944329,vertex
233,1.568436,8.975496,4.940686,2.239091,-0.990375,5.030669,0.677525,edge_plus
234,7.813193,9.297453,2.523912,7.969411,-0.095333,3.104767,0.854696,edge_plus
235,0.983483,5.713828,1.968483,1.349168,5.917245,2.277161,0.605893,vertex
236,4.866879,8.833455,6.104343,4.763132,8.869520,5.999519,0.151829,interior_plus
237,2.849239,9.476919,2.286876,3.059565,9.505350,2.076226,0.398869,vertex
238,3.788258,2.084247,6.891732,3.913739,2.084696,6.941156,0.271131,vertex
239,1.075362,0.739271,1.234896,1.146965,0.632931,1.049496,0.225407,edge_minus
240,7.239244,3.454732,7.419917,7.144011,3.009993,7.521274,0.465978,interior_minus
241,4.326767,6.020603,4.788150,4.652284,6.166154,5.035019,0.523751,vertex
242,2.487400,3.832757,4.862400,2.883182,3.829239,5.636304,0.869242,edge_plus
243,4.484324,9.938687,1.255872,4.281555,9.502394,1.564825,0.571768,edge_minus
244,4.265791,5.893493,6.149269,4.068651,5.984563,5.889648,0.338469,edge_plus
245,1.124742,7.527630,6.232686,1.470016,7.596965,6.670216,0.813473,vertex
246,4.303853,1.133942,9.325540,4.163480,0.269223,8.893327,0.976858,edge_minus
247,2.567857,3.316585,9.151284,2.447028,3.108497,8.842005,0.391859,edge_plus
248,3.819383,3.998748,7.447626,3.743436,4.253340,7.375521,0.275289,interior_minus
249,9.762747,3.109935,3.723841,-0.554569,3.438522,3.400093,0.559885,interior_minus
250,6.364505,7.347148,0.940447,6.269049,7.610053,0.418244,0.592391,edge_plus
251,6.797474,8.249141,5.452912,7.027636,8.523889,5.345272,0.374229,edge_plus
252,3.490297,8.353668,6.151360,3.317361,8.539483,5.618930,0.589844,edge_minus
253,0.734217,4.388625,7.196868,0.532740,4.597014,6.996684,0.352268,edge_minus
254,6.772634,6.417731,5.683016,6.867995,6.134821,6.229749,0.622936,edge_minus
255,4.415392,0.300433,7.653814,4.046924,10.135116,8.207070,1.127815,vertex
256,6.944715,0.904777,2.799076,6.774524,10.222985,3.082779,0.979329,vertex
257,3.865229,3.308635,8.751764,3.961708,3.318985,9.093055,0.356800,vertex
258,9.405429,1.322036,1.411970,-0.810289,1.127491,1.319621,0.304812,interior_minus
259,6.816803,8.037567,8.503183,6.756608,8.321278,8.370563,0.318910,edge_plus
260,5.949733,5.786951,0.951358,5.811544,6.279412,0.704991,0.567725,edge_plus
261,8.583763,1.697305,5.175141,8.999296,1.748198,5.123302,0.421835,edge_minus
262,4.213044,0.425943,6.504289,4.368036,-0.129777,6.395970,0.587009,edge_minus
263,4.260587,3.462714,9.086260,3.961708,3.318985,9.093055,0.356800,vertex
264,3.306126,7.671714,8.255331,3.413385,7.209878,8.159717,0.527538,vertex
265,4.180544,1.300200,7.270579,4.102242,0.698043,7.470460,0.639278,edge_minus
266,3.802017,0.816347,9.835271,3.550978,0.449024,-0.728044,0.717824,edge_plus
267,8.921533,0.227701,2.538913,8.186056,0.289804,3.094969,0.925994,vertex
268,4.585856,6.147171,4.830783,4.846971,6.522888,5.109900,0.535958,edge_plus
269,7.198163,8.965232,4.696639,7.141347,8.756261,5.009413,0.380427,interior_plus
270,9.200600,9.244278,6.868895,-1.022654,8.942159,6.886034,0.376047,interior_plus
271,9.582269,7.046302,7.716085,9.716088,7.371968,8.040998,0.479097,edge_minus
272,3.258650,5.086039,4.158823,3.612324,5.538488,3.946647,0.612221,edge_plus
273,5.402075,1.930135,4.890044,5.539264,1.136557,4.987297,0.811200,edge_plus
274,6.686056,7.858199,9.946991,6.179646,7.948006,-0.064515,0.711707,vertex
275,5.720584,7.706649,0.491805,6.170189,7.834721,-0.013746,0.688570,edge_minus
276,7.380296,5.130179,3.891075,7.730138,5.380349,3.536225,0.557577,edge_minus
277,6.181806,8.539822,8.259473,6.233403,8.692378,8.423041,0.229543,interior_plus
278,1.627424,8.923542,5.402209,2.308683,8.937562,5.238822,0.700718,edge_plus
279,9.053147,9.779509,6.400265,-0.894985,9.451711,6.091060,0.453597,edge_minus
280,8.968393,2.400012,2.561064,8.905869,2.418433,2.453424,0.125838,interior_minus
281,3.466609,1.094583,1.597510,3.420098,1.170580,1.480914,0.146742,edge_minus
282,3.132028,7.896251,2.546938,2.783069,7.822798,2.176569,0.560227,vertex
283,7.937463,1.419413,2.089188,8.135283,1.046956,2.693854,0.846162,vertex
284,1.886032,3.003223,5.062476,2.376243,3.450085,4.820931,0.741673,vertex
285,5.412240,4.738475,6.582491,5.514157,4.589727,6.585853,0.180345,interior_minus
286,0.444028,1.295753,0.391290,-0.112298,0.877306,10.119105,0.747450,edge_plus
287,0.447376,4.106827,0.412693,10.508880,3.963309,10.529907,0.195242,interior_plus
288,1.796819,4.817839,1.463893,1.369364,5.031077,1.723390,0.592227,vertex
289,5.457458,2.681913,3.104843,4.855003,2.484678,3.235508,0.647245,edge_minus
290,8.235011,9.260165,4.073372,8.408714,-0.464740,3.935333,0.353419,interior_minus
291,4.210197,9.947362,1.493851,4.164936,-0.523377,1.587425,0.608840,vertex
292,2.802305,9.183366,8.866564,3.138675,9.979588,-1.071339,0.866586,edge_plus
293,6.480570,8.717593,1.984786,6.380295,8.808502,1.874484,0.776643,vertex
294,4.082517,0.384635,4.779297,3.887893,-0.401325,5.022944,0.957691,vertex
295,0.726733,8.256080,5.760044,0.427786,8.517085,5.849560,0.614861,vertex
296,7.946140,7.246906,4.743000,7.830481,6.725476,4.626534,0.546654,edge_minus
297,5.038114,0.455479,8.378122,4.046924,10.135116,8.207070,1.127815,vertex
298,4.543668,8.788442,9.929286,4.532949,9.364890,0.112373,0.604920,edge_plus
299,3.644655,6.770629,1.659450,3.489974,6.705983,1.411830,0.299033,edge_minus
300,6.068469,4.294730,2.534623,6.111218,4.259980,2.918684,0.387992,edge_plus
301,1.084299,2.328680,0.242803,1.163286,2.169897,0.459092,0.279700,edge_plus
302,5.391678,7.138660,4.624966,5.151963,6.973335,4.834333,0.358651,edge_plus
303,5.105062,7.225288,5.852220,5.001797,7.464590,5.701135,0.681380,vertex
304,6.146043,9.349302,2.771240,6.706630,9.881487,2.833558,0.775475,edge_minus
305,3.799806,3.547555,8.889295,3.961708,3.318985,9.093055,0.356800,vertex
306,2.325096,8.359152,5.555591,2.973441,8.812828,5.162887,0.883396,edge_minus
307,4.770102,0.053119,9.749323,4.209710,0.051996,9.132841,0.833122,edge_plus
308,8.460700,3.812522,1.123676,8.410001,3.667808,1.112465,0.484344,vertex
309,2.418574,3.884469,5.766084,3.055553,3.944039,5.680435,0.892378,vertex
310,0.591179,2.554105,1.053173,0.647571,2.380561,1.141484,0.202723,edge_minus
311,8.700303,4.542848,0.737083,8.822360,4.244440,10.871740,0.349396,edge_plus
312,2.078281,6.231222,9.795184,1.991334,5.802019,-0.268376,0.442510,edge_minus
313,1.999840,3.912246,5.627856,2.862480,3.815451,5.631004,0.868059,edge_plus
314,9.506754,9.127923,6.497530,-0.746291,9.032485,6.299317,0.335304,interior_minus
315,5.596450,2.755308,8.606110,5.481524,3.259989,8.626659,0.566356,vertex
316,2.782763,2.224037,5.262388,2.637953,2.589437,5.431431,0.427858,edge_plus
317,4.446103,3.425709,6.737371,4.088821,3.608707,6.149193,0.712104,edge_plus
318,1.713442,0.957096,9.269421,1.506825,1.137395,8.816345,0.529600,edge_minus
319,7.000447,9.306447,2.401279,6.706088,9.878761,2.831568,0.774169,edge_minus
320,7.513704,1.560247,8.285618,7.345838,1.488405,8.365233,0.199195,interior_minus
321,7.814481,9.604583,3.070998,8.186056,0.289804,3.094969,0.925994,vertex
322,0.381937,4.389200,7.274147,0.313901,4.040657,7.347822,0.362683,edge_plus
323,3.471700,0.500616,4.175876,3.573854,0.208996,4.433975,0.402607,edge_minus
324,2.252562,9.047298,2.381674,2.417333,8.953557,2.342829,0.193510,interior_minus
325,5.641535,7.807379,6.251313,5.208631,7.529927,5.891676,0.627474,edge_plus
326,3.557533,9.420898,9.514295,3.316899,0.132101,8.923786,0.955204,edge_minus
327,4.359774,2.127341,1.104246,4.349720,2.102614,1.087336,0.031598,interior_minus
328,5.178489,3.135862,9.041828,5.481524,3.259989,8.626659,0.566356,vertex
